Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m),w,x,y,z,Direct (°),Yaw (°),Pitch (°),Roll (°),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2)
27.09794013,,,,,,,,0.9638472687,0.1963520944,0.02857599221,0.1778418124,30.9068933,22.87445331,-0.8453405469,20.73738514,,,,,,,,,
28.09794013,,,,,,,,0.9633960934,0.2006101906,0.006217380986,0.1777213067,31.10033489,22.91903597,-3.40111555,20.21446767,,,,,,,,,
29.09794013,,,,,,,,0.960762887,0.2054377496,0.01215365436,0.1859631538,32.20672119,23.56800838,-3.041206354,21.27456776,,,,,,,,,
30.09794013,,,,,,,,0.9607154925,0.202768296,0.01510331593,0.1888985187,32.2262957,23.31335677,-2.72746583,21.68472205,,,,,,,,,
31.09794013,,,,,,,,0.9599227617,0.2037780285,0.0138468314,0.1919142306,32.55200468,23.39493511,-2.95961338,21.9988925,,,,,,,,,
32.09794013,,,,,,,,0.9596253631,0.2048081458,0.0114377141,0.1924628913,32.67338161,23.46104679,-3.26097881,22.0043075,,,,,,,,,
33.09794013,,,,,,,,0.958678542,0.2076967806,0.009647587314,0.1941762716,33.05691929,23.7504857,-3.563900948,22.15057479,,,,,,,,,
34.09794013,,,,,,,,0.9586575494,0.2074248046,0.009615869261,0.194571808,33.06537395,23.71713036,-3.570771656,22.19611534,,,,,,,,,
35.09794013,,,,,,,,0.963051105,0.1886572689,0.02144717798,0.1910000592,31.24746068,21.82308424,-1.762561065,22.09577491,,,,,,,,,
36.09794013,,,,,,,,0.9651597331,0.1839282364,0.03386204317,0.1830039769,30.33733353,21.55749742,-0.111992485,21.45148142,,,,,,,,,
37.09794013,,,,,,,,0.9707825646,0.166810289,0.0127539793,0.1720257998,27.7684601,19.1738712,-1.869816689,19.78152316,,,,,,,,,
38.09794013,,,,,,,,0.9700749522,0.1649891138,0.009687093087,0.1778745055,28.10438378,18.89335224,-2.2867259,20.40032224,,,,,,,,,
39.09794013,,,,,,,,0.9689119911,0.1358305812,0.008362301625,0.2066148072,28.64808919,15.47893619,-2.288116357,23.76436338,,,,,,,,,
40.09794013,,,,,,,,0.9812112237,-0.01585228741,-0.05400732532,0.1845438927,22.24842219,-2.940573808,-5.746904226,21.45087803,,,,,,,,,
41.09794013,,,,,,,,0.9807640258,0.07391541451,-0.06378231943,0.1690273732,22.51248104,7.171489514,-8.632621227,19.01490193,,,,,,,,,
42.09794013,,,,,,,,0.9728238463,0.1401586533,0.001394695835,0.1843023896,26.77627108,15.87510754,-2.805724561,21.06392465,,,,,,,,,
43.09794013,,,,,,,,0.9705848213,0.1496694833,0.005093583371,0.1885157973,27.86273409,17.02395921,-2.667659092,21.58397584,,,,,,,,,
44.09794013,,,,,,,,0.9696483912,0.154753089,0.003243314102,0.1892695427,28.30499674,17.56290536,-2.997383036,21.62670399,,,,,,,,,
45.09794013,,,,,,,,0.9689251913,0.1598929018,0.002832340077,0.1887066811,28.6419746,18.1427991,-3.144656927,21.53958138,,,,,,,,,
46.09794013,,,,,,,,0.9680670099,0.1747211069,7.599535456e-05,0.1797742844,29.03687924,19.81457217,-3.593287021,20.41267206,,,,,,,,,
47.09794013,,,,,,,,0.9673102161,0.1810504347,0.003007902298,0.1775461584,29.38081835,20.6056568,-3.352022938,20.19181445,,,,,,,,,
48.09794013,,,,,,,,0.9671258557,0.184173882,0.00791576039,0.1751710624,29.46400947,21.0662633,-2.82082492,20.0082389,,,,,,,,,
49.09794013,,,,,,,,0.9671333248,0.1837509423,0.01116394065,0.1753969491,29.4606436,21.07993953,-2.456717466,20.10142933,,,,,,,,,
50.09794013,,,,,,,,0.9669023649,0.1837799698,0.0137586752,0.1764523685,29.56455093,21.13175994,-2.192111548,20.27553582,,,,,,,,,
51.09794013,,,,,,,,0.9672380862,0.1830086112,0.0139301708,0.1753975004,29.41339379,21.04872272,-2.134814555,20.1598318,,,,,,,,,
52.09794013,,,,,,,,0.9676861475,0.1831557006,0.01537324954,0.172630161,29.21046449,21.09921922,-1.918818163,19.87234331,,,,,,,,,
53.09794013,,,,,,,,0.9675498553,0.1819833815,0.01856305823,0.1743121892,29.27233758,21.02427334,-1.577120791,20.13285803,,,,,,,,,
54.09794013,,,,,,,,0.9677527198,0.1814238131,0.02133709192,0.17344971,29.18019578,21.01624097,-1.239848976,20.09241676,,,,,,,,,
55.09794013,,,,,,,,0.9661851477,0.1848724186,0.02437672205,0.1780848801,29.88497051,21.46842935,-1.073849455,20.68323615,,,,,,,,,
56.09794013,,,,,,,,0.9665793657,0.1830780655,0.02744219452,0.1773518473,29.70927017,21.32627852,-0.6811682282,20.66616305,,,,,,,,,
57.09794013,,,,,,,,0.9668141335,0.1826246828,0.02734431997,0.1765529513,29.60415149,21.27275469,-0.6653394708,20.57290596,,,,,,,,,
58.09794013,,,,,,,,0.9668313318,0.182804957,0.02785135061,0.1761925817,29.59643652,21.3040933,-0.6052058229,20.54233153,,,,,,,,,
59.09794013,,,,,,,,0.9664852685,0.1839187145,0.03051270172,0.1764910966,29.75130079,21.48676886,-0.3403319299,20.63307949,,,,,,,,,
60.09794013,,,,,,,,0.9669688734,0.1832214445,0.0303304214,0.1745885611,29.53466582,21.40356534,-0.3047914856,20.41165562,,,,,,,,,
61.09794013,,,,,,,,0.9776356425,0.1670966595,0.03838014603,0.1217958182,24.28055287,19.64958452,1.96793823,14.54370107,,,,,,,,,
62.09794013,,,,,,,,0.9734357398,0.1786505133,0.04253031313,0.1367407292,26.47174666,21.0785854,1.945190119,16.35422853,,,,,,,,,
63.09794013,,,,,,,,0.9569980401,0.2618983984,0.008012941107,0.1244980842,33.7272134,30.25801496,-2.858810759,14.05115817,,,,,,,,,
64.09794013,,,,,,,,0.962823249,0.2340826392,0.005331035703,0.1347155869,31.34426421,26.92530239,-3.026823657,15.20517267,,,,,,,,,
65.09794013,,,,,,,,0.9679819677,0.2051865757,0.01985820569,0.1432306916,29.07572675,23.76621664,-1.165090286,16.58860391,,,,,,,,,
66.09794013,,,,,,,,0.9691419274,0.1997057199,0.0202667024,0.143076241,28.54139443,23.13808492,-1.023567077,16.58650666,,,,,,,,,
67.09794013,,,,,,,,0.9679581676,0.2057506293,0.02975054644,0.1408494562,29.08658962,23.99749663,-0.02092210796,16.55377792,,,,,,,,,
68.09794013,,,,,,,,0.9689727949,0.2042362988,0.02738079242,0.1364901066,28.61991297,23.78305657,-0.1541248277,16.00347768,,,,,,,,,
69.09794013,,,,,,,,0.968305054,0.206586957,0.02942197025,0.1372643411,28.92786865,24.08902365,0.01517420941,16.13991499,,,,,,,,,
70.09794013,,,,,,,,0.966557425,0.2098413706,0.039775718,0.1419550478,29.71907566,24.64550029,0.9921229951,16.92695163,,,,,,,,,
71.09794013,,,,,,,,0.967060825,0.2082651705,0.03583936021,0.1418961585,29.49329931,24.39359683,0.5852079095,16.82130253,,,,,,,,,
72.09794013,,,,,,,,0.9666415891,0.2085049599,0.03594936058,0.1443515271,29.68144472,24.42462049,0.5331033996,17.10215945,,,,,,,,,
73.09794013,,,,,,,,0.9664572481,0.2112225443,0.03703551367,0.1413286775,29.76380555,24.75714891,0.6808546406,16.78864776,,,,,,,,,
74.09794013,,,,,,,,0.9644643245,0.2161924094,0.04088599607,0.1462796777,30.64040165,25.40624782,0.8948278431,17.45028266,,,,,,,,,
75.09794013,,,,,,,,0.9617447308,0.2233838737,0.04375093058,0.1524223536,31.79856894,26.29998068,0.9200414405,18.2262201,,,,,,,,,
76.09794013,,,,,,,,0.9638926582,0.2153185755,0.03792499378,0.1520215422,30.88736712,25.25396241,0.4380375101,18.02342793,,,,,,,,,
77.09794013,,,,,,,,0.9681811272,0.2015589625,0.02466077544,0.1462570876,28.98467009,23.4238422,-0.6421076999,17.04761407,,,,,,,,,
78.09794013,,,,,,,,0.9657738495,0.2182381302,0.03710965812,0.1351882517,30.06721382,25.56949853,0.7261066295,16.10164944,,,,,,,,,
79.09794013,,,,,,,,0.9644630949,0.2274086326,0.02655432932,0.1318753958,30.64093496,26.46655138,-0.5017951503,15.45405073,,,,,,,,,
80.09794013,,,,,,,,0.9638735475,0.2290430218,0.03132783994,0.1323089004,30.89558988,26.73258079,-0.01241646882,15.62909902,,,,,,,,,
81.09794013,,,,,,,,0.9623402583,0.2328392863,0.04436375946,0.1331125498,31.54850291,27.39213722,1.340752,16.07731321,,,,,,,,,
82.09794013,,,,,,,,0.9622427388,0.2341677099,0.04773212224,0.1302921325,31.58958407,27.60096553,1.767245116,15.85655675,,,,,,,,,
83.09794013,,,,,,,,0.9622856236,0.2318854779,0.05057573691,0.1329571307,31.57152478,27.38851175,2.04445809,16.23149669,,,,,,,,,
84.09794013,,,,,,,,0.9625353011,0.2311280519,0.05087761581,0.1323521286,31.46618213,27.30424665,2.106806426,16.17033847,,,,,,,,,
85.09794013,,,,,,,,0.9607727762,0.2373904288,0.05491685495,0.1324597895,32.20263538,28.10789867,2.44359589,16.31132277,,,,,,,,,
86.09794013,,,,,,,,0.9596798507,0.2411481291,0.05748177692,0.1325066388,32.65117651,28.593965,2.660669221,16.40084081,,,,,,,,,
87.09794013,,,,,,,,0.9592669084,0.2414084375,0.05860910937,0.134513706,32.81909694,28.65006521,2.722463343,16.65990286,,,,,,,,,
88.09794013,,,,,,,,0.9589502028,0.2427744418,0.06058139354,0.1334352791,32.94731928,28.84372452,2.946285793,16.60120158,,,,,,,,,
89.09794013,,,,,,,,0.9579467217,0.2466914803,0.06010145321,0.1336757541,33.35042596,29.29427008,2.819783442,16.62508747,,,,,,,,,
90.09794013,,,,,,,,0.9580769012,0.2459177524,0.06239255145,0.1331175417,33.29839951,29.24481612,3.100170901,16.62935849,,,,,,,,,
91.09794013,,,,,,,,0.9582604444,0.2429364175,0.0630710423,0.1368972659,33.22491172,28.91923756,3.11626696,17.06431016,,,,,,,,,
92.09794013,,,,,,,,0.9615739833,0.2302927822,0.06031022221,0.1367603242,31.86991431,27.38902056,3.037850202,16.92966607,,,,,,,,,
93.09794013,,,,,,,,0.9603539198,0.2318805456,0.06156134978,0.1419928223,32.37525052,27.61279022,3.003136358,17.55918526,,,,,,,,,
94.09794013,,,,,,,,0.9569518231,0.2381083965,0.07068452984,0.1501708925,33.74546499,28.54956196,3.656202865,18.76749599,,,,,,,,,
95.09794013,,,,,,,,0.958620909,0.2333353758,0.05678775162,0.1528911591,33.08012563,27.71362562,2.150587515,18.6542043,,,,,,,,,
96.09794013,,,,,,,,0.9577699279,0.2356214225,0.05795469135,0.1542743146,33.42095587,28.00631297,2.195759575,18.84847811,,,,,,,,,
97.09794013,,,,,,,,0.9592257646,0.2307707965,0.05165911838,0.1547969878,32.83578204,27.3156024,1.585018678,18.71954846,,,,,,,,,
98.09794013,,,,,,,,0.9635197319,0.2123919278,0.03990894929,0.1578818262,31.04744179,24.95522318,0.5638264634,18.7362821,,,,,,,,,
99.09794013,,,,,,,,0.9612033324,0.2172126472,0.05869576335,0.1595669985,32.02425469,25.89457198,2.494138749,19.42463392,,,,,,,,,
100.0979401,,,,,,,,0.9620275563,0.2170449197,0.06217469648,0.1533909738,31.6800484,25.93148555,3.040514155,18.81879363,,,,,,,,,
101.0979401,,,,,,,,0.9606045379,0.2228178382,0.06593089551,0.1524606496,32.27207613,26.67686301,3.366639056,18.83519405,,,,,,,,,
102.0979401,,,,,,,,0.9626355474,0.2112674564,0.04007785767,0.1645983905,31.42378991,24.83160735,0.4361496755,19.50204415,,,,,,,,,
103.0979401,,,,,,,,0.9629968798,0.2055440098,0.05567454174,0.1651938707,31.27052447,24.49357981,2.253427964,19.95691637,,,,,,,,,
104.0979401,,,,,,,,0.9599390486,0.216475144,0.06197690219,0.1667764932,32.54534484,25.89712609,2.681399363,20.3286032,,,,,,,,,
105.0979401,,,,,,,,0.9618973318,0.2191589177,0.04201029241,0.1579810977,31.7346737,25.78017471,0.6631128164,18.80562569,,,,,,,,,
106.0979401,,,,,,,,0.9630468096,0.2176284194,0.05054350197,0.1504129916,31.24928827,25.75974591,1.82708435,18.17180849,,,,,,,,,
107.0979401,,,,,,,,0.9644928037,0.2120203674,0.04453136399,0.1510561258,30.62804758,24.9949609,1.251806659,18.07985856,,,,,,,,,
108.0979401,,,,,,,,0.9627384207,0.2129219323,0.06216738373,0.1547068208,31.38022871,25.45706941,3.085201534,18.95520352,,,,,,,,,
109.0979401,,,,,,,,0.9622987157,0.2115821242,0.07049588114,0.1557065099,31.56600955,25.4810553,4.001739715,19.28753169,,,,,,,,,
110.0979401,,,,,,,,0.9586913673,0.2208366692,0.07907114178,0.1609030217,33.05175297,26.76531237,4.619781934,20.15467688,,,,,,,,,
111.0979401,,,,,,,,0.9597094019,0.2304825932,0.05995650962,0.1491336823,32.6391275,27.43684454,2.655820575,18.31405624,,,,,,,,,
112.0979401,,,,,,,,0.9561764147,0.2404676229,0.04777961224,0.1600596607,34.05026575,28.37259035,0.8246949052,19.21437277,,,,,,,,,
113.0979401,,,,,,,,0.9544023133,0.2455151975,0.0329086706,0.1665999144,34.73787415,28.6653013,-1.088077823,19.52548503,,,,,,,,,
114.0979401,,,,,,,,0.9521108119,0.2581601441,0.03013055958,0.1610294729,35.60696445,30.09693463,-1.476533615,18.80206658,,,,,,,,,
115.0979401,,,,,,,,0.9504127099,0.2644562721,0.02319801413,0.1619889289,36.23797982,30.706637,-2.383194711,18.69071998,,,,,,,,,
116.0979401,,,,,,,,0.9531863554,0.2560449243,0.02301222458,0.1592080593,35.20163426,29.72226721,-2.158209459,18.39209016,,,,,,,,,
117.0979401,,,,,,,,0.9514773185,0.2594082057,0.06717567146,0.1512802839,35.84362715,30.97029805,2.828441071,18.85201735,,,,,,,,,
118.0979401,,,,,,,,0.9637169896,0.2074615657,0.08147145808,0.1468729526,30.96287158,25.19944726,5.514051828,18.56410581,,,,,,,,,
119.0979401,,,,,,,,0.9595570694,0.2238833159,0.0802365467,0.150627315,32.70119239,27.09956607,4.964426027,19.03962843,,,,,,,,,
120.0979401,,,,,,,,0.9618885955,0.2218582034,0.07437950373,0.1414812952,31.73833505,26.69902023,4.60650092,17.82862171,,,,,,,,,
121.0979401,,,,,,,,0.9640112463,0.2184820324,0.05781087652,0.1400207877,30.83629456,25.97517152,2.881852967,17.19341978,,,,,,,,,
122.0979401,,,,,,,,0.965110639,0.2164944708,0.05268137529,0.1375364363,30.35882628,25.64270297,2.414870024,16.77071505,,,,,,,,,
123.0979401,,,,,,,,0.9642182658,0.2199713886,0.05520549044,0.1372883022,30.74693873,26.09276843,2.64005148,16.81881453,,,,,,,,,
124.0979401,,,,,,,,0.9631812651,0.2237790227,0.0587483272,0.1369431764,31.19203131,26.60088548,2.973871984,16.88709566,,,,,,,,,
125.0979401,,,,,,,,0.9633747022,0.2237308174,0.05914824083,0.1354813278,31.10947725,26.5986235,3.057673434,16.73317282,,,,,,,,,
126.0979401,,,,,,,,0.9639493368,0.2206842452,0.06051729992,0.1357858479,30.86296757,26.27018851,3.252688059,16.79554096,,,,,,,,,
127.0979401,,,,,,,,0.9648646534,0.2177681029,0.05824973807,0.1349823028,30.46629261,25.88631034,3.073475608,16.6342354,,,,,,,,,
128.0979401,,,,,,,,0.9646922949,0.2180492431,0.06101142988,0.1345396191,30.54137267,25.96879955,3.384825254,16.65964234,,,,,,,,,
129.0979401,,,,,,,,0.9631256046,0.2290031761,0.07269838452,0.1210849285,31.21574636,27.41115129,4.851740535,15.51524563,,,,,,,,,
130.0979401,,,,,,,,0.96389086,0.225227952,0.06785336882,0.1248306856,30.88814095,26.89715601,4.276847151,15.78144375,,,,,,,,,
131.0979401,,,,,,,,0.9627875927,0.2286377847,0.0694642514,0.1262518615,31.35938624,27.33085614,4.360219021,16.00192224,,,,,,,,,
132.0979401,,,,,,,,0.9641330814,0.2253486067,0.05971236527,0.1268851459,30.78373753,26.77207212,3.322412841,15.78556179,,,,,,,,,
133.0979401,,,,,,,,0.9633344674,0.2286837697,0.06328695267,0.1252405643,31.12666601,27.21991585,3.706874304,15.71241693,,,,,,,,,
134.0979401,,,,,,,,0.9630826027,0.2263740748,0.07025859505,0.1276338845,31.23405602,27.08679121,4.447388878,16.17022002,,,,,,,,,
135.0979401,,,,,,,,0.9583046299,0.2387946695,0.09433677047,0.125418961,33.20719691,29.00570151,6.944506941,16.71090844,,,,,,,,,
136.0979401,,,,,,,,0.9609711174,0.2348826081,0.07535457611,0.1252451986,32.12058186,28.16777048,4.933031169,16.08955814,,,,,,,,,
137.0979401,,,,,,,,0.962959075,0.2296854705,0.06510524452,0.1253623217,31.28659434,27.37012353,3.887611196,15.78157723,,,,,,,,,
138.0979401,,,,,,,,0.9633831675,0.2286541015,0.06183438003,0.1256450713,31.10585958,27.19185806,3.536356256,15.71674937,,,,,,,,,
139.0979401,,,,,,,,0.9653385032,0.2214975655,0.05613187701,0.1261333227,30.25894433,26.25778089,3.00918684,15.59045954,,,,,,,,,
140.0979401,,,,,,,,0.9659079292,0.2193427086,0.05522190034,0.1259412169,30.00792285,25.99030699,2.948020661,15.53784335,,,,,,,,,
141.0979401,,,,,,,,0.9657436682,0.2198879719,0.05598821491,0.1259117424,30.08054444,26.06701939,3.024764022,15.55675896,,,,,,,,,
142.0979401,,,,,,,,0.9662347482,0.2182886153,0.05516927689,0.1252870411,29.86291948,25.86475624,2.97587542,15.45957936,,,,,,,,,
143.0979401,,,,,,,,0.9651760712,0.2203735113,0.06731387228,0.1238527745,30.33017762,26.31672662,4.321432479,15.63535392,,,,,,,,,
144.0979401,,,,,,,,0.9667701116,0.2154952586,0.05540949106,0.1258853972,29.62389036,25.54517452,3.031275872,15.52506753,,,,,,,,,
145.0979401,,,,,,,,0.965153957,0.221674785,0.05829283595,0.1262540072,30.33986301,26.31650314,3.24171751,15.66338786,,,,,,,,,
146.0979401,,,,,,,,0.9644974521,0.2262819856,0.05387414247,0.1250548065,30.62603064,26.77422983,2.712687733,15.42100561,,,,,,,,,
147.0979401,,,,,,,,0.9605830294,0.2403566092,0.07043920457,0.1206120327,32.28094334,28.69814453,4.436007525,15.44865776,,,,,,,,,
148.0979401,,,,,,,,0.9622363636,0.2353188545,0.05466518924,0.125450924,31.59226786,27.84480184,2.645697841,15.51195601,,,,,,,,,
149.0979401,,,,,,,,0.9626169802,0.2342047393,0.05106286705,0.1261319667,31.4316458,27.65441451,2.248092944,15.48329091,,,,,,,,,
150.0979401,,,,,,,,0.962885897,0.2320531905,0.05260680616,0.1274150312,31.31767759,27.43210485,2.417142041,15.66591415,,,,,,,,,
151.0979401,,,,,,,,0.9632477835,0.229927659,0.0566011481,0.1268199086,31.163667,27.25170367,2.907464418,15.70561451,,,,,,,,,
152.0979401,,,,,,,,0.9664429859,0.2206879407,0.04374565929,0.1239802614,29.77016843,25.95127271,1.709585812,15.01448897,,,,,,,,,
153.0979401,,,,,,,,0.9672031483,0.2183346152,0.03964626417,0.1235970855,29.42915985,25.61105649,1.301925936,14.86043978,,,,,,,,,
154.0979401,,,,,,,,0.9661568923,0.221910134,0.04535267502,0.1234499365,29.89752503,26.11888373,1.882276601,14.99958799,,,,,,,,,
155.0979401,,,,,,,,0.9642925292,0.2252305895,0.05542645603,0.1278241277,30.71482259,26.68547103,2.826678009,15.77247086,,,,,,,,,
156.0979401,,,,,,,,0.9626843435,0.2269955128,0.05969480798,0.1347160786,31.40313478,26.98712978,3.082545819,16.67210341,,,,,,,,,
157.0979401,,,,,,,,0.9647861784,0.2178846151,0.05314794928,0.1374380589,30.50049902,25.81263665,2.445068054,16.77533659,,,,,,,,,
158.0979401,,,,,,,,0.9636403313,0.221164465,0.0596415326,0.1375735402,30.99576401,26.31495925,3.100826421,16.97482254,,,,,,,,,
159.0979401,,,,,,,,0.9636598212,0.2233255208,0.0610435307,0.1332634538,30.98740453,26.57993832,3.33237524,16.53420079,,,,,,,,,
160.0979401,,,,,,,,0.9632779665,0.2248732001,0.06172716618,0.1331065744,31.15078828,26.77253223,3.385665941,16.54066175,,,,,,,,,
161.0979401,,,,,,,,0.9629787637,0.22614564,0.06388278306,0.1320948154,31.27822618,26.95772281,3.628686283,16.49141919,,,,,,,,,
162.0979401,,,,,,,,0.962785327,0.2265744209,0.06532961875,0.1320624352,31.36034688,27.03468884,3.781565245,16.5301028,,,,,,,,,
163.0979401,,,,,,,,0.9630792603,0.2249323428,0.06579720974,0.1324934214,31.23547872,26.85343253,3.849260574,16.58557624,,,,,,,,,
164.0979401,,,,,,,,0.9626438073,0.2255897671,0.07006090879,0.1323541701,31.42029446,27.01063552,4.311099743,16.6929475,,,,,,,,,
165.0979401,,,,,,,,0.9624293137,0.2256606221,0.07283066213,0.1322981268,31.51094171,27.07212711,4.616143635,16.76583556,,,,,,,,,
166.0979401,,,,,,,,0.9624379063,0.2247800976,0.07435341179,0.1328862458,31.50731527,27.00163044,4.782916232,16.87151623,,,,,,,,,
167.0979401,,,,,,,,0.961567711,0.2285479009,0.07837580144,0.1304247975,31.87253214,27.50939032,5.22750533,16.72910397,,,,,,,,,
168.0979401,,,,,,,,0.960706646,0.2322495133,0.07427347451,0.1326135546,32.22994815,27.87129437,4.652438909,16.87363015,,,,,,,,,
169.0979401,,,,,,,,0.9608645284,0.2319894582,0.07041084021,0.1340244859,32.16470292,27.77119714,4.193555547,16.91825355,,,,,,,,,
170.0979401,,,,,,,,0.960780268,0.2328262627,0.0712198168,0.13274391,32.19953972,27.87967034,4.303558101,16.80133734,,,,,,,,,
171.0979401,,,,,,,,0.9611636804,0.2320199311,0.07073573023,0.131634295,32.04072308,27.77168062,4.295112833,16.65890896,,,,,,,,,
172.0979401,,,,,,,,0.961106198,0.2331778109,0.0721700266,0.1292070895,32.06458218,27.92472038,4.500607572,16.43292418,,,,,,,,,
173.0979401,,,,,,,,0.9612646377,0.2322313637,0.07247833908,0.129559949,31.99877699,27.82139939,4.540626794,16.47736222,,,,,,,,,
174.0979401,,,,,,,,0.96166798,0.2305159271,0.07185389102,0.1299773902,31.83065786,27.61062317,4.489445718,16.49839366,,,,,,,,,
175.0979401,,,,,,,,0.9615822961,0.2304358929,0.07293997705,0.1301481724,31.86644445,27.6228341,4.605462794,16.54880621,,,,,,,,,
176.0979401,,,,,,,,0.9614332601,0.2302865386,0.07433600724,0.1307224333,31.92859753,27.63485828,4.74556031,16.65339843,,,,,,,,,
177.0979401,,,,,,,,0.9619275957,0.2282145172,0.07348258048,0.1312011629,31.72198708,27.37826477,4.673976046,16.67279675,,,,,,,,,
178.0979401,,,,,,,,0.9618811379,0.2285796851,0.0734866932,0.1309034377,31.74146015,27.41971611,4.676354354,16.64108855,,,,,,,,,
179.0979401,,,,,,,,0.9616670434,0.2293656021,0.07314484566,0.1312926114,31.83104926,27.50658831,4.614659679,16.67865968,,,,,,,,,
180.0979401,,,,,,,,0.9620738749,0.2277061641,0.07147554308,0.1321174055,31.660597,27.28393697,4.436926985,16.71589567,,,,,,,,,
181.0979401,,,,,,,,0.9610777803,0.230385974,0.07161425799,0.1346224397,32.07637107,27.60973226,4.33704799,17.01373795,,,,,,,,,
182.0979401,,,,,,,,0.9616202925,0.2273569852,0.07246755064,0.1354387999,31.8505798,27.27621289,4.461351862,17.11707787,,,,,,,,,
183.0979401,,,,,,,,0.9612376977,0.2285482138,0.07278973609,0.135975942,32.00997535,27.42382887,4.461106999,17.1921895,,,,,,,,,
184.0979401,,,,,,,,0.9614942821,0.2275761068,0.07207386941,0.1361734867,31.90316355,27.29702352,4.3941693,17.18952171,,,,,,,,,
185.0979401,,,,,,,,0.9611902553,0.2289974838,0.07332424074,0.1352664083,32.02968682,27.48390906,4.531418918,17.12973481,,,,,,,,,
186.0979401,,,,,,,,0.9609522987,0.2299222052,0.07237489522,0.1358982474,32.12837589,27.57569661,4.393481544,17.17747657,,,,,,,,,
187.0979401,,,,,,,,0.9607450266,0.2304278761,0.07258804142,0.1363926828,32.21409911,27.64096988,4.394300573,17.24157289,,,,,,,,,
188.0979401,,,,,,,,0.9607254742,0.2304596901,0.06970476359,0.1379715204,32.22217413,27.59371758,4.033546732,17.33582841,,,,,,,,,
189.0979401,,,,,,,,0.9610877802,0.2294287831,0.06786479056,0.138083607,32.07222316,27.43761385,3.846710274,17.29135642,,,,,,,,,
190.0979401,,,,,,,,0.9607069222,0.2307716757,0.06862653047,0.1381196678,32.22983413,27.60940456,3.905539638,17.32255058,,,,,,,,,
191.0979401,,,,,,,,0.9610804089,0.2284759879,0.06598264724,0.1406039149,32.07528079,27.29818145,3.587915641,17.51792891,,,,,,,,,
192.0979401,,,,,,,,0.9605143797,0.2307934165,0.06739753485,0.1400146335,32.30922938,27.59436834,3.717878391,17.50054233,,,,,,,,,
193.0979401,,,,,,,,0.9605958147,0.230727464,0.06754485518,0.1394926906,32.27567271,27.58778299,3.749649268,17.44576383,,,,,,,,,
194.0979401,,,,,,,,0.9606739276,0.2299339026,0.06782159209,0.1401293576,32.24345301,27.50289659,3.776686398,17.5224848,,,,,,,,,
195.0979401,,,,,,,,0.9605971889,0.2295392603,0.06805859506,0.1411835551,32.27510614,27.46526665,3.780795543,17.64660033,,,,,,,,,
196.0979401,,,,,,,,0.9611940782,0.2270273119,0.0678402856,0.1412877887,32.0280989,27.16845391,3.799373376,17.64264586,,,,,,,,,
197.0979401,,,,,,,,0.9678577475,0.2048912644,0.0567182079,0.1343651563,29.13237979,24.3601734,3.137355298,16.48475076,,,,,,,,,
198.0979401,,,,,,,,0.9679028695,0.1920959502,0.03948182985,0.1571762264,29.11181349,22.60160078,0.9192539448,18.63101829,,,,,,,,,
199.0979401,,,,,,,,0.9676282888,0.1925236285,0.03774997592,0.158761099,29.23674647,22.61868795,0.6832891956,18.77192934,,,,,,,,,
200.0979401,,,,,,,,0.968638057,0.1869915128,0.03171629086,0.1605259031,28.77469414,21.86600035,0.08074409185,18.83504616,,,,,,,,,
201.0979401,,,,,,,,0.9679641377,0.1843553185,0.04536501318,0.1643184721,29.08386513,21.83563835,1.560783565,19.57008199,,,,,,,,,
202.0979401,,,,,,,,0.9667476904,0.1863139868,0.0497741513,0.167953968,29.63393879,22.15852126,1.928581705,20.08903849,,,,,,,,,
203.0979401,,,,,,,,0.9694955761,0.1701582074,0.01419979893,0.1758490205,28.37652808,19.57887871,-1.851607567,20.24179925,,,,,,,,,
204.0979401,,,,,,,,0.9682328487,0.1698125452,0.02457864396,0.1818921119,28.96097694,19.74359193,-0.8124483781,21.13776201,,,,,,,,,
205.0979401,,,,,,,,0.9683285013,0.169224754,0.02580684796,0.1817605644,28.91710934,19.70236259,-0.6610796657,21.14725834,,,,,,,,,
206.0979401,,,,,,,,0.9681856133,0.1714957207,0.02044997178,0.1810735613,28.98261581,19.8507577,-1.289719159,20.96087893,,,,,,,,,
207.0979401,,,,,,,,0.9680692031,0.178746894,0.004973727278,0.1756895781,29.0358767,20.38454718,-3.048319054,20.02449991,,,,,,,,,
208.0979401,,,,,,,,0.9683717149,0.1766993999,0.01287347358,0.1756923944,28.8972696,20.30298764,-2.129421782,20.18538778,,,,,,,,,
209.0979401,,,,,,,,0.9659688439,0.190318346,0.01240752265,0.1747259945,29.98094813,21.86099359,-2.437901139,20.03490632,,,,,,,,,
210.0979401,,,,,,,,0.9655024285,0.1977896243,0.0206280835,0.1681035608,30.18688973,22.89268623,-1.527993177,19.44411098,,,,,,,,,
211.0979401,,,,,,,,0.9660639952,0.1976101547,0.006004406605,0.1662363708,29.93876495,22.60446604,-3.101141563,18.90727432,,,,,,,,,
