Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m),w,x,y,z,Direct (°),Yaw (°),Pitch (°),Roll (°),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2)
662.0779513,,,,,,,,,,,,,,,,0.0287304204,5.810727596,9.651026726,,,,,,
663.0779513,,,,,,,,,,,,,,,,0.1867477298,5.635950565,9.856928825,,,,,,
664.0779513,,,,,,,,,,,,,,,,0.1915361285,5.667075634,9.859322548,,,,,,
665.0779513,,,,,,,,,,,,,,,,0.3208230138,5.576095581,9.610325813,,,,,,
666.0779513,,,,,,,,,,,,,,,,0.08140286058,5.734113216,9.54807663,,,,,,
667.0779513,,,,,,,,,,,,,,,,0.1436520964,5.75805521,9.579200745,,,,,,
668.0779513,,,,,,,,,,,,,,,,0.0287304204,5.659893036,9.600749016,,,,,,
669.0779513,,,,,,,,,,,,,,,,0.0143652102,5.741295815,9.504981041,,,,,,
670.0779513,,,,,,,,,,,,,,,,-0.05267243832,5.789179802,9.442731857,,,,,,
671.0779513,,,,,,,,,,,,,,,,0.1244984865,5.736507416,9.538499832,,,,,,
672.0779513,,,,,,,,,,,,,,,,0.1795651317,5.635950565,9.461885452,,,,,,
673.0779513,,,,,,,,,,,,,,,,0.1364694983,5.72214222,9.366117477,,,,,,
674.0779513,,,,,,,,,,,,,,,,0.0359130241,5.815515995,9.301473618,,,,,,
675.0779513,,,,,,,,,,,,,,,,0.3974374831,5.71974802,9.217676163,,,,,,
676.0779513,,,,,,,,,,,,,,,,0.1029506698,5.698200226,9.18894577,,,,,,
677.0779513,,,,,,,,,,,,,,,,0.08379705995,5.817910194,9.184157372,,,,,,
678.0779513,,,,,,,,,,,,,,,,0.2178723514,5.841852188,8.851364136,,,,,,
679.0779513,,,,,,,,,,,,,,,,0.758961916,5.006275654,9.282320023,,,,,,
680.0779513,,,,,,,,,,,,,,,,0.5961562395,4.865017891,9.682151794,,,,,,
681.0779513,,,,,,,,,,,,,,,,0.3974374831,5.147533417,9.31823349,,,,,,
682.0779513,,,,,,,,,,,,,,,,0.1556231081,5.226542473,9.263166428,,,,,,
683.0779513,,,,,,,,,,,,,,,,0.3088520169,5.348646641,9.095572472,,,,,,
684.0779513,,,,,,,,,,,,,,,,0.2585737705,5.300762653,9.222464561,,,,,,
685.0779513,,,,,,,,,,,,,,,,0.2202665508,5.185841084,9.179368973,,,,,,
686.0779513,,,,,,,,,,,,,,,,-0.02154781483,5.250484467,9.03571701,,,,,,
687.0779513,,,,,,,,,,,,,,,,-0.05746084079,5.142745018,9.076418877,,,,,,
688.0779513,,,,,,,,,,,,,,,,-0.01675941236,5.125985622,9.169792175,,,,,,
689.0779513,,,,,,,,,,,,,,,,0.05027823523,5.09725523,9.090784073,,,,,,
690.0779513,,,,,,,,,,,,,,,,0.117315881,5.171475887,9.244012833,,,,,,
691.0779513,,,,,,,,,,,,,,,,0.03112462163,5.090072632,9.133879662,,,,,,
692.0779513,,,,,,,,,,,,,,,,0.1125274822,5.13556242,9.114726067,,,,,,
693.0779513,,,,,,,,,,,,,,,,0.0287304204,5.171475887,9.105149269,,,,,,
694.0779513,,,,,,,,,,,,,,,,0.0,5.19781208,9.131484985,,,,,,
695.0779513,,,,,,,,,,,,,,,,0.02394201607,5.106832027,9.260771751,,,,,,
696.0779513,,,,,,,,,,,,,,,,0.05746084079,5.193023682,9.313444138,,,,,,
697.0779513,,,,,,,,,,,,,,,,0.07661445439,5.224148273,9.203310966,,,,,,
698.0779513,,,,,,,,,,,,,,,,-0.05985504389,5.171475887,9.088389397,,,,,,
699.0779513,,,,,,,,,,,,,,,,-0.1771709323,4.824316502,7.649474621,,,,,,
700.0779513,,,,,,,,,,,,,,,,0.04548983276,4.565742493,9.58638382,,,,,,
701.0779513,,,,,,,,,,,,,,,,0.1005564705,4.745307922,9.533711433,,,,,,
702.0779513,,,,,,,,,,,,,,,,0.09816227108,5.173870087,9.507374763,,,,,,
703.0779513,,,,,,,,,,,,,,,,0.248996973,4.958391666,9.29189682,,,,,,
704.0779513,,,,,,,,,,,,,,,,-0.01197100803,5.044582844,9.296685219,,,,,,
705.0779513,,,,,,,,,,,,,,,,-0.1221042871,5.128379822,9.44512558,,,,,,
706.0779513,,,,,,,,,,,,,,,,-0.1053448766,5.255272865,9.337387085,,,,,,
707.0779513,,,,,,,,,,,,,,,,-0.1460463107,5.329493046,9.332598686,,,,,,
708.0779513,,,,,,,,,,,,,,,,-0.282515794,5.286397457,9.299078941,,,,,,
709.0779513,,,,,,,,,,,,,,,,-0.2011129409,5.257667065,9.378087997,,,,,,
710.0779513,,,,,,,,,,,,,,,,-0.5506663918,5.15950489,9.502586365,,,,,,
711.0779513,,,,,,,,,,,,,,,,-0.04309562966,5.626373768,9.222464561,,,,,,
712.0779513,,,,,,,,,,,,,,,,-0.2011129409,5.612008572,9.337387085,,,,,,
713.0779513,,,,,,,,,,,,,,,,-0.01675941236,5.626373768,9.35654068,,,,,,
714.0779513,,,,,,,,,,,,,,,,0.0,5.544970989,9.334992409,,,,,,
715.0779513,,,,,,,,,,,,,,,,-0.4429273009,5.58088398,9.191340446,,,,,,
716.0779513,,,,,,,,,,,,,,,,-0.08379705995,5.628767967,9.29189682,,,,,,
717.0779513,,,,,,,,,,,,,,,,-0.4070142806,5.774814606,9.299078941,,,,,,
718.0779513,,,,,,,,,,,,,,,,-0.2944868207,5.58088398,9.323021889,,,,,,
719.0779513,,,,,,,,,,,,,,,,-0.4046200812,5.623979568,9.370905876,,,,,,
720.0779513,,,,,,,,,,,,,,,,-0.3974374831,5.71974802,9.153033257,,,,,,
721.0779513,,,,,,,,,,,,,,,,-0.5075707436,5.662287235,9.232041359,,,,,,
722.0779513,,,,,,,,,,,,,,,,-0.3734954596,5.64552784,9.210494041,,,,,,
723.0779513,,,,,,,,,,,,,,,,-0.390254885,5.736507416,9.263166428,,,,,,
724.0779513,,,,,,,,,,,,,,,,-0.4716577232,5.693411827,9.344569206,,,,,,
725.0779513,,,,,,,,,,,,,,,,-0.5363011956,5.7963624,9.323021889,,,,,,
726.0779513,,,,,,,,,,,,,,,,-0.4022258818,5.760449409,9.258378029,,,,,,
727.0779513,,,,,,,,,,,,,,,,-0.3471592367,5.781997204,9.109937668,,,,,,
728.0779513,,,,,,,,,,,,,,,,-0.3734954596,5.770026207,9.186552048,,,,,,
729.0779513,,,,,,,,,,,,,,,,-0.4070142806,5.856217384,9.148244858,,,,,,
730.0779513,,,,,,,,,,,,,,,,-0.8619126081,5.576095581,9.296685219,,,,,,
731.0779513,,,,,,,,,,,,,,,,0.1699883193,4.484339714,9.943120003,,,,,,
732.0779513,,,,,,,,,,,,,,,,0.3423708379,4.778826714,9.931148529,,,,,,
733.0779513,,,,,,,,,,,,,,,,0.3878606856,4.776432514,9.765948296,,,,,,
734.0779513,,,,,,,,,,,,,,,,0.3351882398,4.759673119,9.734824181,,,,,,
735.0779513,,,,,,,,,,,,,,,,0.4213795066,4.94642067,9.674968719,,,,,,
736.0779513,,,,,,,,,,,,,,,,0.3088520169,4.886565685,9.679757118,,,,,,
737.0779513,,,,,,,,,,,,,,,,0.3519476354,4.979939461,9.576807022,,,,,,
738.0779513,,,,,,,,,,,,,,,,0.2537853718,5.092466831,9.622296333,,,,,,
739.0779513,,,,,,,,,,,,,,,,0.4668693244,4.934449673,9.58638382,,,,,,
740.0779513,,,,,,,,,,,,,,,,-0.282515794,4.783615112,9.62469101,,,,,,
741.0779513,,,,,,,,,,,,,,,,-0.2705447972,4.802768707,9.643844604,,,,,,
742.0779513,,,,,,,,,,,,,,,,-0.5698199868,4.927267075,9.507374763,,,,,,
743.0779513,,,,,,,,,,,,,,,,-0.3112462163,4.922478676,9.366117477,,,,,,
744.0779513,,,,,,,,,,,,,,,,-0.4525041282,4.970362663,9.397241592,,,,,,
745.0779513,,,,,,,,,,,,,,,,-0.4860229492,4.948814869,9.488221169,,,,,,
746.0779513,,,,,,,,,,,,,,,,-0.3327940404,4.924872875,9.533711433,,,,,,
747.0779513,,,,,,,,,,,,,,,,-1.070208192,5.54018259,9.169792175,,,,,,
748.0779513,,,,,,,,,,,,,,,,-1.352723956,5.609614372,9.093177795,,,,,,
749.0779513,,,,,,,,,,,,,,,,-1.355118155,5.57848978,9.052476883,,,,,,
750.0779513,,,,,,,,,,,,,,,,-1.355118155,5.743690014,8.853757858,,,,,,
751.0779513,,,,,,,,,,,,,,,,-1.482010841,5.659893036,8.779537201,,,,,,
752.0779513,,,,,,,,,,,,,,,,-1.872265697,5.729324818,8.913613319,,,,,,
753.0779513,,,,,,,,,,,,,,,,-1.719036818,5.767632008,8.710105896,,,,,,
754.0779513,,,,,,,,,,,,,,,,-1.613691926,5.674258232,8.652645111,,,,,,
755.0779513,,,,,,,,,,,,,,,,-1.735796213,5.669469833,8.918401718,,,,,,
756.0779513,,,,,,,,,,,,,,,,-1.81959331,5.841852188,8.829815865,,,,,,
757.0779513,,,,,,,,,,,,,,,,-1.853112102,5.856217384,8.659827232,,,,,,
758.0779513,,,,,,,,,,,,,,,,-1.774103403,5.822698593,8.667010307,,,,,,
759.0779513,,,,,,,,,,,,,,,,-2.059013367,5.899312973,8.815450668,,,,,,
760.0779513,,,,,,,,,,,,,,,,-1.994369984,6.198588371,8.681375504,,,,,,
761.0779513,,,,,,,,,,,,,,,,-1.989581585,6.040570736,8.588001251,,,,,,
762.0779513,,,,,,,,,,,,,,,,-1.956062794,6.10042572,8.621520042,,,,,,
763.0779513,,,,,,,,,,,,,,,,-2.147598982,6.232107162,8.880094528,,,,,,
764.0779513,,,,,,,,,,,,,,,,-1.704671621,5.777208805,9.102754593,,,,,,
765.0779513,,,,,,,,,,,,,,,,-1.644816518,5.310339451,9.287108421,,,,,,
766.0779513,,,,,,,,,,,,,,,,-1.537077546,5.499481201,9.275136948,,,,,,
767.0779513,,,,,,,,,,,,,,,,-1.347935557,5.480327606,9.414001465,,,,,,
768.0779513,,,,,,,,,,,,,,,,-1.477222443,5.439626217,9.220070839,,,,,,
769.0779513,,,,,,,,,,,,,,,,-1.563413739,5.566518784,9.157821655,,,,,,
770.0779513,,,,,,,,,,,,,,,,-1.63523972,5.614402771,9.337387085,,,,,,
771.0779513,,,,,,,,,,,,,,,,-1.659181833,5.497087002,9.22725296,,,,,,
772.0779513,,,,,,,,,,,,,,,,-1.510741234,5.42765522,9.133879662,,,,,,
773.0779513,,,,,,,,,,,,,,,,-1.515529633,5.602431774,9.409213066,,,,,,
774.0779513,,,,,,,,,,,,,,,,-1.259350061,5.360617638,9.430760384,,,,,,
775.0779513,,,,,,,,,,,,,,,,-0.04309562966,4.165910721,9.950302124,,,,,,
776.0779513,,,,,,,,,,,,,,,,-0.1628057212,4.067748547,10.0460701,,,,,,
777.0779513,,,,,,,,,,,,,,,,-0.007182605099,4.05577755,10.16817474,,,,,,
778.0779513,,,,,,,,,,,,,,,,0.05506663769,4.029441357,10.13704967,,,,,,
779.0779513,,,,,,,,,,,,,,,,0.0287304204,4.029441357,10.20169353,,,,,,
780.0779513,,,,,,,,,,,,,,,,0.07900865376,3.957615376,10.14902115,,,,,,
781.0779513,,,,,,,,,,,,,,,,0.06464344263,3.952826977,10.15620327,,,,,,
782.0779513,,,,,,,,,,,,,,,,0.3112462163,4.225766182,10.01015759,,,,,,
783.0779513,,,,,,,,,,,,,,,,-0.05267243832,4.165910721,10.20408726,,,,,,
784.0779513,,,,,,,,,,,,,,,,-0.1508347094,4.264073372,10.0556469,,,,,,
785.0779513,,,,,,,,,,,,,,,,-0.04309562966,4.405331135,9.739612579,,,,,,
786.0779513,,,,,,,,,,,,,,,,-0.2035071403,4.352658749,9.847352028,,,,,,
787.0779513,,,,,,,,,,,,,,,,-0.2298433632,4.448426723,9.816226959,,,,,,
788.0779513,,,,,,,,,,,,,,,,-0.4094084799,4.474762917,10.01494598,,,,,,
789.0779513,,,,,,,,,,,,,,,,-0.2729389966,4.446032524,9.933543205,,,,,,
790.0779513,,,,,,,,,,,,,,,,-0.2418143749,4.568136692,9.995792389,,,,,,
791.0779513,,,,,,,,,,,,,,,,-0.174776718,4.563348293,9.768342972,,,,,,
792.0779513,,,,,,,,,,,,,,,,-0.215478152,4.632780075,9.859322548,,,,,,
793.0779513,,,,,,,,,,,,,,,,-0.2992752194,4.635174274,9.919178009,,,,,,
794.0779513,,,,,,,,,,,,,,,,-0.4333505034,4.709394932,9.758766174,,,,,,
795.0779513,,,,,,,,,,,,,,,,-0.4309563041,4.79319191,9.591172218,,,,,,
796.0779513,,,,,,,,,,,,,,,,-0.7422025204,4.94402647,9.579200745,,,,,,
797.0779513,,,,,,,,,,,,,,,,-0.7613561153,4.987122059,9.411606789,,,,,,
798.0779513,,,,,,,,,,,,,,,,-0.6655880809,4.94642067,9.361329079,,,,,,
799.0779513,,,,,,,,,,,,,,,,-0.07661445439,4.584896088,9.742006302,,,,,,
800.0779513,,,,,,,,,,,,,,,,-0.8307880163,5.260061264,9.742006302,,,,,,
801.0779513,,,,,,,,,,,,,,,,-0.8188169599,4.881777287,9.229647636,,,,,,
802.0779513,,,,,,,,,,,,,,,,-0.7422025204,5.023035049,9.337387085,,,,,,
803.0779513,,,,,,,,,,,,,,,,-0.6895300746,5.154716492,9.275136948,,,,,,
804.0779513,,,,,,,,,,,,,,,,-0.6129156351,5.142745018,9.473855972,,,,,,
805.0779513,,,,,,,,,,,,,,,,-0.6943184733,5.343858242,9.045293808,,,,,,
806.0779513,,,,,,,,,,,,,,,,-0.7805097699,5.307945251,9.339780807,,,,,,
807.0779513,,,,,,,,,,,,,,,,-0.5530605912,5.317522049,9.162610054,,,,,,
808.0779513,,,,,,,,,,,,,,,,-0.4860229492,5.20020628,9.29189682,,,,,,
809.0779513,,,,,,,,,,,,,,,,-0.3471592367,5.403713226,9.44512558,,,,,,
810.0779513,,,,,,,,,,,,,,,,-0.2609679997,5.398924828,9.349357605,,,,,,
811.0779513,,,,,,,,,,,,,,,,-0.3974374831,5.607220173,9.251194954,,,,,,
812.0779513,,,,,,,,,,,,,,,,-0.6105214357,5.552153587,9.160215378,,,,,,
813.0779513,,,,,,,,,,,,,,,,-0.6991068721,5.513846397,8.899248123,,,,,,
814.0779513,,,,,,,,,,,,,,,,-0.6679822803,5.609614372,9.320627213,,,,,,
815.0779513,,,,,,,,,,,,,,,,-0.6655880809,5.64552784,8.937555313,,,,,,
816.0779513,,,,,,,,,,,,,,,,-0.624886632,5.655104637,8.6957407,,,,,,
817.0779513,,,,,,,,,,,,,,,,-0.4285621047,5.68383503,9.050082207,,,,,,
818.0779513,,,,,,,,,,,,,,,,-0.4548983276,5.566518784,9.129091263,,,,,,
819.0779513,,,,,,,,,,,,,,,,-0.3471592367,5.729324818,8.676587105,,,,,,
820.0779513,,,,,,,,,,,,,,,,-0.4716577232,5.712565422,9.081207275,,,,,,
821.0779513,,,,,,,,,,,,,,,,-0.423773706,5.695806026,9.162610054,,,,,,
822.0779513,,,,,,,,,,,,,,,,-0.4548983276,5.717353821,9.186552048,,,,,,
823.0779513,,,,,,,,,,,,,,,,-0.4429273009,5.762843609,9.277531624,,,,,,
824.0779513,,,,,,,,,,,,,,,,-0.7493851185,5.971138954,8.904036522,,,,,,
825.0779513,,,,,,,,,,,,,,,,-0.4477157295,5.820304394,9.399636269,,,,,,
826.0779513,,,,,,,,,,,,,,,,-0.3136404157,5.808333397,9.198522568,,,,,,
827.0779513,,,,,,,,,,,,,,,,-0.4525041282,5.525817394,9.208099365,,,,,,
828.0779513,,,,,,,,,,,,,,,,-1.874659896,5.506663799,9.397241592,,,,,,
829.0779513,,,,,,,,,,,,,,,,-0.9696516991,5.319916248,9.658209801,,,,,,
830.0779513,,,,,,,,,,,,,,,,-0.6895300746,5.396530628,9.385271072,,,,,,
831.0779513,,,,,,,,,,,,,,,,-0.6081272364,5.446808815,9.260771751,,,,,,
832.0779513,,,,,,,,,,,,,,,,-0.6344634295,5.614402771,9.488221169,,,,,,
833.0779513,,,,,,,,,,,,,,,,-0.6512228847,5.61919117,9.452308655,,,,,,
834.0779513,,,,,,,,,,,,,,,,-0.4429273009,5.532999992,9.301473618,,,,,,
835.0779513,,,,,,,,,,,,,,,,-0.6081272364,5.688623428,9.44512558,,,,,,
836.0779513,,,,,,,,,,,,,,,,-0.5985504389,5.595249176,9.174580574,,,,,,
837.0779513,,,,,,,,,,,,,,,,-0.6655880809,5.549759388,9.081207275,,,,,,
838.0779513,,,,,,,,,,,,,,,,-0.6847416759,5.544970989,9.255983353,,,,,,
839.0779513,,,,,,,,,,,,,,,,-0.3998316824,5.568912983,9.220070839,,,,,,
840.0779513,,,,,,,,,,,,,,,,-0.9313444495,5.600037575,9.744400978,,,,,,
841.0779513,,,,,,,,,,,,,,,,-0.6081272364,5.521028996,9.284713745,,,,,,
842.0779513,,,,,,,,,,,,,,,,-0.6799532771,5.609614372,9.399636269,,,,,,
843.0779513,,,,,,,,,,,,,,,,-0.4955997467,5.609614372,9.358934402,,,,,,
844.0779513,,,,,,,,,,,,,,,,-0.787692368,5.647922039,9.263166428,,,,,,
845.0779513,,,,,,,,,,,,,,,,-0.4501099288,5.647922039,8.987833023,,,,,,
846.0779513,,,,,,,,,,,,,,,,-0.3711012602,5.760449409,9.109937668,,,,,,
847.0779513,,,,,,,,,,,,,,,,-0.490811348,5.671864033,8.983044624,,,,,,
848.0779513,,,,,,,,,,,,,,,,-0.538695395,5.877765179,8.846575737,,,,,,
849.0779513,,,,,,,,,,,,,,,,-0.3543418646,5.741295815,9.006986618,,,,,,
850.0779513,,,,,,,,,,,,,,,,-0.3639186621,5.695806026,9.088389397,,,,,,
851.0779513,,,,,,,,,,,,,,,,-0.3256114423,5.738901615,8.884882927,,,,,,
852.0779513,,,,,,,,,,,,,,,,-0.2394201756,5.760449409,9.016563416,,,,,,
853.0779513,,,,,,,,,,,,,,,,-0.5051765442,5.762843609,8.860940933,,,,,,
854.0779513,,,,,,,,,,,,,,,,-0.4022258818,5.791574001,8.769960403,,,,,,
855.0779513,,,,,,,,,,,,,,,,-0.3399766386,5.774814606,9.229647636,,,,,,
856.0779513,,,,,,,,,,,,,,,,-0.3806780577,5.801150799,8.566453934,,,,,,
857.0779513,,,,,,,,,,,,,,,,-0.3280056417,5.707777023,8.781931877,,,,,,
858.0779513,,,,,,,,,,,,,,,,-0.3854664862,5.662287235,8.805873871,,,,,,
859.0779513,,,,,,,,,,,,,,,,-0.2681505978,5.671864033,8.930372238,,,,,,
860.0779513,,,,,,,,,,,,,,,,-0.356736064,5.659893036,9.054870605,,,,,,
861.0779513,,,,,,,,,,,,,,,,-0.4740519226,5.667075634,9.040505409,,,,,,
862.0779513,,,,,,,,,,,,,,,,-0.2777273953,5.712565422,8.882488251,,,,,,
863.0779513,,,,,,,,,,,,,,,,-0.4261679053,5.726930618,9.153033257,,,,,,
864.0779513,,,,,,,,,,,,,,,,-0.1508347094,5.880159378,8.827422142,,,,,,
865.0779513,,,,,,,,,,,,,,,,-0.4668693244,5.916072369,8.63109684,,,,,,
866.0779513,,,,,,,,,,,,,,,,-0.4596867263,5.832275391,8.568847656,,,,,,
867.0779513,,,,,,,,,,,,,,,,-0.09576806426,4.532223701,9.54807663,,,,,,
868.0779513,,,,,,,,,,,,,,,,-0.2968810201,4.187458992,9.785101891,,,,,,
869.0779513,,,,,,,,,,,,,,,,-0.3040636182,4.489128113,9.794678688,,,,,,
870.0779513,,,,,,,,,,,,,,,,-0.9720458984,4.903325081,9.425971985,,,,,,
871.0779513,,,,,,,,,,,,,,,,-0.5650315881,4.376600742,8.55448246,,,,,,
872.0779513,,,,,,,,,,,,,,,,2.243366957,2.983175278,9.555258751,,,,,,
873.0779513,,,,,,,,,,,,,,,,-0.624886632,4.491522312,7.867346764,,,,,,
874.0779513,,,,,,,,,,,,,,,,-1.060631394,5.621585369,8.767566681,,,,,,
875.0779513,,,,,,,,,,,,,,,,-1.055842996,5.951985359,8.887276649,,,,,,
876.0779513,,,,,,,,,,,,,,,,-0.1580173075,4.809951305,9.339780807,,,,,,
877.0779513,,,,,,,,,,,,,,,,0.07422025502,4.991910458,9.31823349,,,,,,
878.0779513,,,,,,,,,,,,,,,,-0.1771709323,5.152322292,9.186552048,,,,,,
879.0779513,,,,,,,,,,,,,,,,-0.4788403511,5.303156853,9.31823349,,,,,,
880.0779513,,,,,,,,,,,,,,,,-0.4261679053,5.370194435,9.030928612,,,,,,
881.0779513,,,,,,,,,,,,,,,,-0.4405331016,5.35104084,8.959102631,,,,,,
882.0779513,,,,,,,,,,,,,,,,-0.4596867263,5.434837818,9.143456459,,,,,,
883.0779513,,,,,,,,,,,,,,,,-0.4501099288,5.489904404,8.863334656,,,,,,
884.0779513,,,,,,,,,,,,,,,,-0.6153098345,5.566518784,9.323021889,,,,,,
885.0779513,,,,,,,,,,,,,,,,-0.3375824392,5.743690014,9.30386734,,,,,,
886.0779513,,,,,,,,,,,,,,,,-0.390254885,5.755661011,9.378087997,,,,,,
887.0779513,,,,,,,,,,,,,,,,-0.5554547906,5.777208805,9.220070839,,,,,,
888.0779513,,,,,,,,,,,,,,,,-0.5650315881,5.793968201,9.193734169,,,,,,
889.0779513,,,,,,,,,,,,,,,,-0.6296750307,6.007051945,9.722852707,,,,,,
890.0779513,,,,,,,,,,,,,,,,-0.4740519226,5.983109951,9.54807663,,,,,,
891.0779513,,,,,,,,,,,,,,,,1.474828243,5.372588634,10.11789608,,,,,,
892.0779513,,,,,,,,,,,,,,,,0.8810662031,4.647145271,9.940725327,,,,,,
893.0779513,,,,,,,,,,,,,,,,2.45405674,5.451597214,10.55364132,,,,,,
894.0779513,,,,,,,,,,,,,,,,0.7948749661,5.061342239,10.29267311,,,,,,
895.0779513,,,,,,,,,,,,,,,,0.1867477298,4.886565685,10.54645824,,,,,,
896.0779513,,,,,,,,,,,,,,,,0.3064578176,5.219359875,10.02931118,,,,,,
897.0779513,,,,,,,,,,,,,,,,0.3184288144,5.398924828,9.902418137,,,,,,
898.0779513,,,,,,,,,,,,,,,,0.181959331,5.774814606,9.854534149,,,,,,
899.0779513,,,,,,,,,,,,,,,,0.3112462163,5.743690014,9.878476143,,,,,,
900.0779513,,,,,,,,,,,,,,,,-0.1101332754,5.884947777,9.753977776,,,,,,
901.0779513,,,,,,,,,,,,,,,,0.07422025502,5.753266811,9.52173996,,,,,,
902.0779513,,,,,,,,,,,,,,,,-0.1029506698,5.576095581,9.627084732,,,,,,
903.0779513,,,,,,,,,,,,,,,,0.4740519226,5.583278179,10.24718285,,,,,,
904.0779513,,,,,,,,,,,,,,,,-0.07422025502,4.912901878,9.974244118,,,,,,
905.0779513,,,,,,,,,,,,,,,,0.181959331,4.596867085,9.861717224,,,,,,
906.0779513,,,,,,,,,,,,,,,,-0.0191536136,4.833893299,9.679757118,,,,,,
907.0779513,,,,,,,,,,,,,,,,0.3447650373,4.79319191,9.526528358,,,,,,
908.0779513,,,,,,,,,,,,,,,,1.254561663,5.204994678,8.904036522,,,,,,
909.0779513,,,,,,,,,,,,,,,,0.7972691655,5.604825974,8.868123055,,,,,,
910.0779513,,,,,,,,,,,,,,,,1.438915253,5.786785603,6.739677906,,,,,,
911.0779513,,,,,,,,,,,,,,,,0.06943184882,5.216965675,8.944737434,,,,,,
912.0779513,,,,,,,,,,,,,,,,-0.1436520964,5.336675644,9.425971985,,,,,,
913.0779513,,,,,,,,,,,,,,,,-0.6703764796,5.712565422,9.730035782,,,,,,
914.0779513,,,,,,,,,,,,,,,,-0.4309563041,5.509057999,9.29189682,,,,,,
915.0779513,,,,,,,,,,,,,,,,4.884171486,4.187458992,9.155426979,,,,,,
916.0779513,,,,,,,,,,,,,,,,3.440467834,5.334281445,8.643068314,,,,,,
917.0779513,,,,,,,,,,,,,,,,1.8579005,5.35104084,9.435548782,,,,,,
918.0779513,,,,,,,,,,,,,,,,1.510741234,5.91128397,8.638279915,,,,,,
919.0779513,,,,,,,,,,,,,,,,-0.9193734527,4.771644115,9.47146225,,,,,,
920.0779513,,,,,,,,,,,,,,,,0.6368576288,5.27442646,9.06205368,,,,,,
921.0779513,,,,,,,,,,,,,,,,-0.5626373887,4.264073372,9.813833237,,,,,,
922.0779513,,,,,,,,,,,,,,,,0.6009446383,3.737348795,9.737217903,,,,,,
923.0779513,,,,,,,,,,,,,,,,0.758961916,3.639186621,9.916783333,,,,,,
924.0779513,,,,,,,,,,,,,,,,0.8140285611,4.12999773,9.971850395,,,,,,
925.0779513,,,,,,,,,,,,,,,,1.503558636,3.672705412,9.919178009,,,,,,
926.0779513,,,,,,,,,,,,,,,,1.45088625,3.670311213,9.928754807,,,,,,
927.0779513,,,,,,,,,,,,,,,,2.82036972,4.000710964,10.38365269,,,,,,
928.0779513,,,,,,,,,,,,,,,,0.6847416759,3.962403774,10.20169353,,,,,,
929.0779513,,,,,,,,,,,,,,,,-0.2322375625,4.225766182,10.13226128,,,,,,
930.0779513,,,,,,,,,,,,,,,,-0.248996973,4.288015366,9.998186111,,,,,,
931.0779513,,,,,,,,,,,,,,,,-0.3040636182,4.273650169,10.00058079,,,,,,
932.0779513,,,,,,,,,,,,,,,,-0.3208230138,4.479551315,9.737217903,,,,,,
933.0779513,,,,,,,,,,,,,,,,-0.3088520169,4.491522312,9.890447617,,,,,,
934.0779513,,,,,,,,,,,,,,,,-1.053448796,4.735731125,9.440337181,,,,,,
935.0779513,,,,,,,,,,,,,,,,-1.213860273,4.180276394,10.18972206,,,,,,
936.0779513,,,,,,,,,,,,,,,,-1.113303781,4.910507679,10.87446404,,,,,,
937.0779513,,,,,,,,,,,,,,,,-1.139639974,5.157110691,9.567230225,,,,,,
938.0779513,,,,,,,,,,,,,,,,3.581725836,2.743755102,12.928689,,,,,,
939.0779513,,,,,,,,,,,,,,,,3.016694069,5.367800236,13.31176186,,,,,,
940.0779513,,,,,,,,,,,,,,,,2.67671752,4.580107689,9.236829758,,,,,,
941.0779513,,,,,,,,,,,,,,,,3.138798475,3.739742994,9.763554573,,,,,,
942.0779513,,,,,,,,,,,,,,,,1.343147159,4.357447147,10.12747288,,,,,,
943.0779513,,,,,,,,,,,,,,,,1.431732655,4.838681698,9.516951561,,,,,,
944.0779513,,,,,,,,,,,,,,,,1.314416766,4.90811348,9.507374763,,,,,,
945.0779513,,,,,,,,,,,,,,,,0.5937620401,5.216965675,9.502586365,,,,,,
946.0779513,,,,,,,,,,,,,,,,0.4860229492,4.79319191,9.485827446,,,,,,
947.0779513,,,,,,,,,,,,,,,,1.731007814,5.154716492,9.11233139,,,,,,
948.0779513,,,,,,,,,,,,,,,,1.134851575,5.590460777,9.097966194,,,,,,
949.0779513,,,,,,,,,,,,,,,,2.446874142,4.637568474,9.756371498,,,,,,
950.0779513,,,,,,,,,,,,,,,,2.209848166,4.757278919,9.301473618,,,,,,
951.0779513,,,,,,,,,,,,,,,,2.023100376,5.090072632,9.382876396,,,,,,
952.0779513,,,,,,,,,,,,,,,,1.733402014,4.991910458,9.493009567,,,,,,
953.0779513,,,,,,,,,,,,,,,,1.800439715,5.070919037,9.425971985,,,,,,
954.0779513,,,,,,,,,,,,,,,,1.30005157,5.317522049,9.15063858,,,,,,
955.0779513,,,,,,,,,,,,,,,,0.9528923035,5.415684223,9.430760384,,,,,,
956.0779513,,,,,,,,,,,,,,,,1.261744261,5.358223438,9.631873131,,,,,,
957.0779513,,,,,,,,,,,,,,,,1.498770237,5.310339451,9.088389397,,,,,,
958.0779513,,,,,,,,,,,,,,,,1.496376038,5.104437828,9.538499832,,,,,,
